,sentence,subject_entity,object_entity,label,file_name,sent_idx,id
230,비례 계수관과 이중 인광 신틸레이션 계수기는 알파와 베타의 오염을 구분할 수 있다.,"{'word': '오염', 'start_idx': 1530, 'end_idx': 1531, 'type': 'PHE'}","{'word': '인광', 'start_idx': 1508, 'end_idx': 1509, 'type': 'POH'}",no_relation,"('방사능 오염.txt', 'a8HedKlZV3nAtpBAjnyDj7hBNN0K-______.txt.ann.json')",23,230
231,"신틸레이션 탐지기는 일반적으로 휴대용 모니터링 장비가 선호되며, 검출 창이 크게 만들어진다. 가이거 검출기는 창은 작지만 더 튼튼하다.","{'word': '가이거 검출기', 'start_idx': 1596, 'end_idx': 1602, 'type': 'RES'}","{'word': '튼튼', 'start_idx': 1614, 'end_idx': 1615, 'type': 'POH'}",res:feature,"('방사능 오염.txt', 'a8HedKlZV3nAtpBAjnyDj7hBNN0K-______.txt.ann.json')",24,231
232,"핵물질이 사용되거나 처리되는 통제 구역을 벗어나는 사람에 의한 오염의 확산은 다양한 차단 기술로 통제되는데, 때로는 필요한 만큼 옷과 신발을 교체한다.","{'word': '오염', 'start_idx': 1655, 'end_idx': 1656, 'type': 'PHE'}","{'word': '사람', 'start_idx': 1648, 'end_idx': 1649, 'type': 'IDV'}",no_relation,"('방사능 오염.txt', 'a8HedKlZV3nAtpBAjnyDj7hBNN0K-______.txt.ann.json')",25,232
233,"잠재적 오염 확산의 감시 및 검출에는 방사선 장비가 중요한 역할을 하며, 휴대용 탐사계와 영구적으로 설치된 오염 감시 장치를 조합하여 사용한다.","{'word': '오염 확산의 감시', 'start_idx': 1709, 'end_idx': 1717, 'type': 'RES'}","{'word': '방사선 장비', 'start_idx': 1726, 'end_idx': 1731, 'type': 'RES'}",res:influence,"('방사능 오염.txt', 'a8HedKlZV3nAtpBAjnyDj7hBNN0K-______.txt.ann.json')",26,233
234,"공기는 입자 형태의 방사성 동위원소에 의해 오염될 수 있는데, 이 경우는 흡입시 특히 위험해진다.","{'word': '공기', 'start_idx': 1786, 'end_idx': 1787, 'type': 'RES'}","{'word': '입자 형태의 방사성 동위원소', 'start_idx': 1790, 'end_idx': 1804, 'type': 'RES'}",res:influence,"('방사능 오염.txt', 'a8HedKlZV3nAtpBAjnyDj7hBNN0K-______.txt.ann.json')",27,234
235,"적절한 공기 정화기나, 스스로 공기를 공급하는 방호복으로 호흡하여 위험을 경감시킬 수 있다.","{'word': '위험을 경감', 'start_idx': 1878, 'end_idx': 1883, 'type': 'PHE'}","{'word': '공기 정화기', 'start_idx': 1845, 'end_idx': 1850, 'type': 'RES'}",phe:influence,"('방사능 오염.txt', 'a8HedKlZV3nAtpBAjnyDj7hBNN0K-______.txt.ann.json')",28,235
236,공중 오염은 연속적으로 여과 장치를 통하여 조사되는 공기를 퍼내는 전문의 방사 측정 기구로 측정한다.,"{'word': '측정 기구', 'start_idx': 1937, 'end_idx': 1941, 'type': 'RES'}","{'word': '여과', 'start_idx': 1906, 'end_idx': 1907, 'type': 'POH'}",no_relation,"('방사능 오염.txt', 'a8HedKlZV3nAtpBAjnyDj7hBNN0K-______.txt.ann.json')",29,236
237,공중의 입자들은 필터에 집적되어 여러 방법으로 측정된다.,"{'word': '공중의 입자', 'start_idx': 1950, 'end_idx': 1955, 'type': 'RES'}","{'word': '필터', 'start_idx': 1959, 'end_idx': 1960, 'type': 'LOC'}",res:location,"('방사능 오염.txt', 'a8HedKlZV3nAtpBAjnyDj7hBNN0K-______.txt.ann.json')",30,237
238,"여과 장치를 주기적으로 제거하여 축적된 방사선을 측정하거나, 고정된 여과 장치를 그 자리에서 측정, 또는 가늘고 긴 여과 장치를 천천히 움직여 방사선 검출기로 측정할 수 있다.","{'word': '여과 장치', 'start_idx': 2047, 'end_idx': 2051, 'type': 'RES'}","{'word': '가늘고 긴', 'start_idx': 2041, 'end_idx': 2045, 'type': 'POH'}",res:feature,"('방사능 오염.txt', 'a8HedKlZV3nAtpBAjnyDj7hBNN0K-______.txt.ann.json')",31,238
239,"방사능 오염은 음식물의 섭취, 공기의 흡입, 피부를 통한 흡수, 주사 등을 통하여 체내로 들어갈 수 있다.","{'word': '방사능', 'start_idx': 2135, 'end_idx': 2137, 'type': 'RES'}","{'word': '주사', 'start_idx': 2171, 'end_idx': 2172, 'type': 'POH'}",no_relation,"('방사능 오염.txt', 'a8HedKlZV3nAtpBAjnyDj7hBNN0K-______.txt.ann.json')",33,239
240,"그렇기 때문에, 방사성 물질을 다루는 작업에서는 개인용 보호구를 사용하는 것이 중요하다.","{'word': '물질', 'start_idx': 2208, 'end_idx': 2209, 'type': 'RES'}","{'word': '보호구', 'start_idx': 2226, 'end_idx': 2228, 'type': 'RES'}",no_relation,"('방사능 오염.txt', 'a8HedKlZV3nAtpBAjnyDj7hBNN0K-______.txt.ann.json')",34,240
241,방사능 오염은 오염된 동식물을 먹거나 오염된 물 또는 방사능에 노출된 동물에서 나온 젖을 마신 것이 원인이 되기도 한다.,"{'word': '방사능 오염', 'start_idx': 2245, 'end_idx': 2250, 'type': 'PHE'}","{'word': '오염된 물', 'start_idx': 2266, 'end_idx': 2270, 'type': 'RES'}",phe:influence,"('방사능 오염.txt', 'a8HedKlZV3nAtpBAjnyDj7hBNN0K-______.txt.ann.json')",35,241
242,방사능 사고가 있으면 체내피폭의 모든 잠재적 경로를 고려하여야 한다.,"{'word': '체내피폭', 'start_idx': 2325, 'end_idx': 2328, 'type': 'PHE'}","{'word': '고려', 'start_idx': 2342, 'end_idx': 2343, 'type': 'POH'}",no_relation,"('방사능 오염.txt', 'a8HedKlZV3nAtpBAjnyDj7hBNN0K-______.txt.ann.json')",36,242
243,"방사능 오염이 사람과 환경에 끼치는 위험은 방사능 오염 물질의 성질, 오염 정도, 오염의 확산 규모에 따라 다르다.","{'word': '환경', 'start_idx': 2364, 'end_idx': 2365, 'type': 'PHE'}","{'word': '방사능 오염', 'start_idx': 2352, 'end_idx': 2357, 'type': 'PHE'}",phe:influence,"('방사능 오염.txt', 'a8HedKlZV3nAtpBAjnyDj7hBNN0K-______.txt.ann.json')",37,243
244,"방사성 폐기물은 방사능 오염 정도에 따라 고준위·중준위·저준위 폐기물로 나뉜다. 고준위 폐기물로는 사용한 뒤에 남는 핵연료 같은 것이 있고, 중·저준위 폐기물로는 원자력 발전소의 운전원이나 보수 요원이 사용했던 방호복·덧신·장갑 등이 있다.","{'word': '저준위 폐기물', 'start_idx': 2448, 'end_idx': 2454, 'type': 'RES'}","{'word': '방사성 폐기물', 'start_idx': 2417, 'end_idx': 2423, 'type': 'RES'}",res:parent_con,"('방사능 오염.txt', 'a8HedKlZV3nAtpBAjnyDj7hBNN0K-______.txt.ann.json')",38,244
245,"방사성 폐기물은 방사능 오염 정도에 따라 고준위·중준위·저준위 폐기물로 나뉜다. 고준위 폐기물로는 사용한 뒤에 남는 핵연료 같은 것이 있고, 중·저준위 폐기물로는 원자력 발전소의 운전원이나 보수 요원이 사용했던 방호복·덧신·장갑 등이 있다.","{'word': '방호복', 'start_idx': 2535, 'end_idx': 2537, 'type': 'RES'}","{'word': '중·저준위 폐기물', 'start_idx': 2496, 'end_idx': 2504, 'type': 'RES'}",res:parent_con,"('방사능 오염.txt', 'a8HedKlZV3nAtpBAjnyDj7hBNN0K-______.txt.ann.json')",38,245
246,"또 발전 과정에서 새어 나오는 물, 냉각수, 세척 용수로 쓰인 물도 여기에 포함된다.","{'word': '냉각수', 'start_idx': 2572, 'end_idx': 2574, 'type': 'RES'}","{'word': '발전', 'start_idx': 2554, 'end_idx': 2555, 'type': 'POH'}",no_relation,"('방사능 오염.txt', 'a8HedKlZV3nAtpBAjnyDj7hBNN0K-______.txt.ann.json')",39,246
247,"저준위 방사능 오염은 거의 위험이 되지 않으나, 방사능 검출기로 검출된다.","{'word': '방사능 검출기', 'start_idx': 2627, 'end_idx': 2633, 'type': 'RES'}","{'word': '위험', 'start_idx': 2615, 'end_idx': 2616, 'type': 'POH'}",no_relation,"('방사능 오염.txt', 'a8HedKlZV3nAtpBAjnyDj7hBNN0K-______.txt.ann.json')",40,247
248,저준위는 신틸레이션 계수기를 사용하여 분당 방사선 수로 보고할 수 있다.,"{'word': '저준위', 'start_idx': 2704, 'end_idx': 2706, 'type': 'PHE'}","{'word': '신틸레이션 계수기', 'start_idx': 2709, 'end_idx': 2717, 'type': 'POH'}",phe:feature,"('방사능 오염.txt', 'a8HedKlZV3nAtpBAjnyDj7hBNN0K-______.txt.ann.json')",42,248
249,"반감기가 짧은 동위원소에 의한 저준위 오염에서는, 해당 물질이 자연적으로 방사성 감쇠를 일으키도록 하는 것이 최선의 방책일 수 있다.","{'word': '동위원소', 'start_idx': 2753, 'end_idx': 2756, 'type': 'POH'}","{'word': '반감기가 짧은', 'start_idx': 2745, 'end_idx': 2751, 'type': 'POH'}",no_relation,"('방사능 오염.txt', 'a8HedKlZV3nAtpBAjnyDj7hBNN0K-______.txt.ann.json')",43,249
250,오래 지속되는 동위원소는 저수준이라도 장기간 노출되면 생명을 위협할 수 있기 때문에 정화하고 적절하게 제거하여야 한다.,"{'word': '동위원소', 'start_idx': 2828, 'end_idx': 2831, 'type': 'RES'}","{'word': '노출', 'start_idx': 2845, 'end_idx': 2846, 'type': 'POH'}",no_relation,"('방사능 오염.txt', 'a8HedKlZV3nAtpBAjnyDj7hBNN0K-______.txt.ann.json')",44,250
251,오염된 것으로 간주되는 시설이나 물리적 장소는 보건 물리학자가 저지선을 치고 '오염 지역'의 표지를 붙인다.,"{'word': '오염된 것으로 간주되는 시설', 'start_idx': 2887, 'end_idx': 2901, 'type': 'RES'}","{'word': '오염 지역', 'start_idx': 2931, 'end_idx': 2935, 'type': 'RES'}",res:parent_con,"('방사능 오염.txt', 'a8HedKlZV3nAtpBAjnyDj7hBNN0K-______.txt.ann.json')",45,251
252,고준위 방사능 오염은 사람들과 환경에 심각한 위험을 끼친다.,"{'word': '위험', 'start_idx': 3020, 'end_idx': 3021, 'type': 'PHE'}","{'word': '고준위 방사능 오염', 'start_idx': 2995, 'end_idx': 3004, 'type': 'PHE'}",phe:influence,"('방사능 오염.txt', 'a8HedKlZV3nAtpBAjnyDj7hBNN0K-______.txt.ann.json')",47,252
253,사람들은 핵 사고나 핵무기에 의한 대량의 방사성 물질의 확산으로 신체의 내부와 외부 모두에서 잠재적으로 치명적인 수준의 방사선에 노출될 수 있다.,"{'word': '방사성 물질의 확산', 'start_idx': 3052, 'end_idx': 3061, 'type': 'PHE'}","{'word': '핵 사고', 'start_idx': 3034, 'end_idx': 3037, 'type': 'PHE'}",phe:influence,"('방사능 오염.txt', 'a8HedKlZV3nAtpBAjnyDj7hBNN0K-______.txt.ann.json')",48,253
254,"방사능 오염의 외부 노출의 생물학적 효과는 일반적으로 엑스선 장치와 같이 방사성 물질이 관계되지 않은 외부 방사선원에 의한 것과 같으며, 흡수선량에 좌우된다.","{'word': '엑스선 장치', 'start_idx': 3141, 'end_idx': 3146, 'type': 'RES'}","{'word': '외부 방사선원', 'start_idx': 3168, 'end_idx': 3174, 'type': 'RES'}",res:parent_con,"('방사능 오염.txt', 'a8HedKlZV3nAtpBAjnyDj7hBNN0K-______.txt.ann.json')",49,254
255,"그 자리에서 방사능 오염이 측정되거나 지도로 그려질 때, 방사선의 점광원으로 보이는 지점은 심하게 오염되었을 개연성이 있다.","{'word': '방사선의 점광원', 'start_idx': 3232, 'end_idx': 3239, 'type': 'RES'}","{'word': '심하게 오염', 'start_idx': 3251, 'end_idx': 3256, 'type': 'POH'}",res:feature,"('방사능 오염.txt', 'a8HedKlZV3nAtpBAjnyDj7hBNN0K-______.txt.ann.json')",50,255
256,오염이 심한 지점은 '핫 스폿'(hot spot)이라 부른다.,"{'word': '오염이 심한 지점', 'start_idx': 3270, 'end_idx': 3278, 'type': 'RES'}","{'word': '핫 스폿', 'start_idx': 3282, 'end_idx': 3285, 'type': 'RES'}",res:alter_name,"('방사능 오염.txt', 'a8HedKlZV3nAtpBAjnyDj7hBNN0K-______.txt.ann.json')",51,256
257,오염 지역의 지도에서 핫 스폿은 시간당 밀리 시버트 단위로 접촉부의 선량률이 표시된다.,"{'word': '핫 스폿', 'start_idx': 3317, 'end_idx': 3320, 'type': 'RES'}","{'word': '시간당 밀리 시버트 단위', 'start_idx': 3323, 'end_idx': 3335, 'type': 'POH'}",res:feature,"('방사능 오염.txt', 'a8HedKlZV3nAtpBAjnyDj7hBNN0K-______.txt.ann.json')",52,257
258,오염된 시설에서 핫 스폿은 납제산탄을 채운 가방으로 가리고 표지를 두어 표시하거나 방사능을 경고하는 삼각형 표시와 경고 테이프를 칠 수 있다.,"{'word': '가방', 'start_idx': 3378, 'end_idx': 3379, 'type': 'RES'}","{'word': '삼각형', 'start_idx': 3410, 'end_idx': 3412, 'type': 'POH'}",no_relation,"('방사능 오염.txt', 'a8HedKlZV3nAtpBAjnyDj7hBNN0K-______.txt.ann.json')",53,258
259,방사능 오염이 위험한 것은 이온화 방사선을 배출하기 때문이다.,"{'word': '위험', 'start_idx': 3442, 'end_idx': 3443, 'type': 'PHE'}","{'word': '이온화 방사선', 'start_idx': 3449, 'end_idx': 3455, 'type': 'PHE'}",phe:influence,"('방사능 오염.txt', 'a8HedKlZV3nAtpBAjnyDj7hBNN0K-______.txt.ann.json')",54,259
260,"주로 접하는 방사선은 알파선, 베타선, 감마선인데, 이들은 투과능이나 방사선 효과 등에서 서로 다른 성질을 지니고 있다.","{'word': '감마선', 'start_idx': 3491, 'end_idx': 3493, 'type': 'RES'}","{'word': '방사선', 'start_idx': 3476, 'end_idx': 3478, 'type': 'RES'}",res:parent_con,"('방사능 오염.txt', 'a8HedKlZV3nAtpBAjnyDj7hBNN0K-______.txt.ann.json')",55,260
261,"방사선의 감시에는 방사선량이나 방사성 동위 원소 오염의 측정이 포함되는데, 이는 방사선 또는 방사성 물질에 대한 노출을 평가 또는 통제하고 그 결과를 해석하기 위해서이다.","{'word': '방사성 동위 원소 오염의 측정', 'start_idx': 3554, 'end_idx': 3569, 'type': 'PHE'}","{'word': '방사선의 감시', 'start_idx': 3537, 'end_idx': 3543, 'type': 'PHE'}",phe:parent_con,"('방사능 오염.txt', 'a8HedKlZV3nAtpBAjnyDj7hBNN0K-______.txt.ann.json')",56,261
262,"서로 다른 방사성 핵종, 매체, 시설의 종류의 환경적 방사능 감시 프로그램 및 체계의 계획과 실행에 대한 방법론적·기술적 세부 사항은 IAEA 안전 기준 시리즈(IAEA Safety Standards Series) No. RS?G-1.8과 IAEA 안전 보고서 시리즈(IAEA Safety Reports Series) No. 64.에 제시되어 있다.","{'word': 'IAEA 안전 기준 시리즈', 'start_idx': 3708, 'end_idx': 3721, 'type': 'RES'}","{'word': 'IAEA Safety Standards Series', 'start_idx': 3723, 'end_idx': 3750, 'type': 'RES'}",res:alter_name,"('방사능 오염.txt', 'a8HedKlZV3nAtpBAjnyDj7hBNN0K-______.txt.ann.json')",57,262
263,자연계에는 방사성 동위 원소가 붕괴하면서 나오는 방사선이 항상 존재한다.,"{'word': '방사선', 'start_idx': 3856, 'end_idx': 3858, 'type': 'RES'}","{'word': '자연계', 'start_idx': 3829, 'end_idx': 3831, 'type': 'LOC'}",res:location,"('방사능 오염.txt', 'a8HedKlZV3nAtpBAjnyDj7hBNN0K-______.txt.ann.json')",58,263
264,"우주선이 온 세상을 퍼붓는 것 뿐 아니라, 사실 모든 지구상의 생명체들은 탄소-14와 삼중수소를 품고 있으며, 사람을 포함한 그 대부분은 어느 정도의 칼륨-40을 몸에 지니고 있다.","{'word': '생명체', 'start_idx': 3905, 'end_idx': 3907, 'type': 'IDV'}","{'word': '삼중수소', 'start_idx': 3918, 'end_idx': 3921, 'type': 'POH'}",idv:feature,"('방사능 오염.txt', 'a8HedKlZV3nAtpBAjnyDj7hBNN0K-______.txt.ann.json')",59,264
265,"이러한 수준의 방사능은 거의 위험이 되지 않으나, 측정을 혼란스럽게 할 수 있다.","{'word': '위험', 'start_idx': 3988, 'end_idx': 3989, 'type': 'POH'}","{'word': '방사능', 'start_idx': 3980, 'end_idx': 3982, 'type': 'RES'}",no_relation,"('방사능 오염.txt', 'a8HedKlZV3nAtpBAjnyDj7hBNN0K-______.txt.ann.json')",60,265
266,자연적으로 생성된 라돈 기체의 경우 보통의 자연 방사선 수준에 가까운 오염을 감지하도록 설정된 장비에 영향을 주어 거짓 경보를 울릴 수도 있다.,"{'word': '거짓 경보', 'start_idx': 4082, 'end_idx': 4086, 'type': 'PHE'}","{'word': '라돈 기체', 'start_idx': 4028, 'end_idx': 4032, 'type': 'POH'}",phe:influence,"('방사능 오염.txt', 'a8HedKlZV3nAtpBAjnyDj7hBNN0K-______.txt.ann.json')",61,266
267,"따라서, 자연 방사선과 방사능 오염으로 발생하는 방사선을 구별하기 위해 방사선 물질을 조사할 때에는 기량이 필요하다.","{'word': '방사선', 'start_idx': 4126, 'end_idx': 4128, 'type': 'RES'}","{'word': '방사능 오염', 'start_idx': 4112, 'end_idx': 4117, 'type': 'PHE'}",res:influence,"('방사능 오염.txt', 'a8HedKlZV3nAtpBAjnyDj7hBNN0K-______.txt.ann.json')",62,267
268,방사성 폐기물의 처리 방법은 기본적으로 방사성동위원소가 반감기(半減期)를 거쳐 방사능 준위를 낮춤으로써 자연 상태로 되돌리는 것이다.,"{'word': '방사능 준위', 'start_idx': 4209, 'end_idx': 4214, 'type': 'PHE'}","{'word': '반감기', 'start_idx': 4196, 'end_idx': 4198, 'type': 'PHE'}",phe:influence,"('방사능 오염.txt', 'a8HedKlZV3nAtpBAjnyDj7hBNN0K-______.txt.ann.json')",63,268
269,"이 기간 동안 안전하게 차폐하여 저장하는 기술이 필요한데, 방사선은 철, 콘크리트 등 고체와 물로도 막을 수 있다.","{'word': '콘크리트', 'start_idx': 4281, 'end_idx': 4284, 'type': 'RES'}","{'word': '차폐', 'start_idx': 4253, 'end_idx': 4254, 'type': 'POH'}",no_relation,"('방사능 오염.txt', 'a8HedKlZV3nAtpBAjnyDj7hBNN0K-______.txt.ann.json')",64,269
270,"중·저준위 폐기물은 두께 10cm로 특수설계된 처분용기에 담아, 2015년에 운영을 시작한 경주 중저준위 방폐물 처분장에 보관하고 있다. 고준위 폐기물은 사용을 마친 핵연료 등이 있으며, 현재는 각 원전의 수조 등에 임시로 저장하고 있다.","{'word': '중·저준위 폐기물', 'start_idx': 4305, 'end_idx': 4313, 'type': 'RES'}","{'word': '경주 중저준위 방폐물 처분장', 'start_idx': 4356, 'end_idx': 4370, 'type': 'LOC'}",res:location,"('방사능 오염.txt', 'a8HedKlZV3nAtpBAjnyDj7hBNN0K-______.txt.ann.json')",65,270
271,"중·저준위 폐기물은 두께 10cm로 특수설계된 처분용기에 담아, 2015년에 운영을 시작한 경주 중저준위 방폐물 처분장에 보관하고 있다. 고준위 폐기물은 사용을 마친 핵연료 등이 있으며, 현재는 각 원전의 수조 등에 임시로 저장하고 있다.","{'word': '사용을 마친 핵연료', 'start_idx': 4391, 'end_idx': 4400, 'type': 'RES'}","{'word': '고준위 폐기물', 'start_idx': 4382, 'end_idx': 4388, 'type': 'RES'}",res:parent_con,"('방사능 오염.txt', 'a8HedKlZV3nAtpBAjnyDj7hBNN0K-______.txt.ann.json')",65,271
272,세계적으로는 핀란드가 2015년 고준위 폐기물 처분장 건설 인허가를 승인받아 2016년부터 건설에 들어갈 예정이다.,"{'word': '건설', 'start_idx': 4490, 'end_idx': 4491, 'type': 'PHE'}","{'word': '핀란드', 'start_idx': 4446, 'end_idx': 4448, 'type': 'LOC'}",phe:location,"('방사능 오염.txt', 'a8HedKlZV3nAtpBAjnyDj7hBNN0K-______.txt.ann.json')",66,272
273,"우리나라는 2015년 6월 29일, 사용후핵연료 공론화위원회의 권고안을 바탕으로 부지 선정, 재원마련 등 종합적인 관리 계획을 수립 중이다.","{'word': '부지 선정', 'start_idx': 4549, 'end_idx': 4553, 'type': 'PHE'}","{'word': '종합적인 관리 계획', 'start_idx': 4563, 'end_idx': 4572, 'type': 'PHE'}",phe:parent_con,"('방사능 오염.txt', 'a8HedKlZV3nAtpBAjnyDj7hBNN0K-______.txt.ann.json')",67,273
274,"신체가 방사성 원소가 방출하는 알파선·베타선·감마선·X선 등에 지나치게 많이 노출되면 조직이 손상되거나 변질될 수 있으며, 그 손상은 세포 분열이 왕성한 조직이나 장기에서 가장 심하게 일어난다.","{'word': '조직이 손상', 'start_idx': 4631, 'end_idx': 4636, 'type': 'PHE'}","{'word': '감마선', 'start_idx': 4608, 'end_idx': 4610, 'type': 'RES'}",phe:influence,"('방사능 오염.txt', 'a8HedKlZV3nAtpBAjnyDj7hBNN0K-______.txt.ann.json')",68,274
275,특히 생식 세포에 영향이 커 유전적 변형을 일으킬 수 있다.,"{'word': '유전적 변형', 'start_idx': 4708, 'end_idx': 4713, 'type': 'PHE'}","{'word': '영향', 'start_idx': 4702, 'end_idx': 4703, 'type': 'POH'}",no_relation,"('방사능 오염.txt', 'a8HedKlZV3nAtpBAjnyDj7hBNN0K-______.txt.ann.json')",69,275
276,따라서 기형아가 태어날 위험이 있고 암 발생의 원인이 되기도 한다.,"{'word': '암 발생', 'start_idx': 4746, 'end_idx': 4749, 'type': 'PHE'}","{'word': '기형아', 'start_idx': 4730, 'end_idx': 4732, 'type': 'PHE'}",no_relation,"('방사능 오염.txt', 'a8HedKlZV3nAtpBAjnyDj7hBNN0K-______.txt.ann.json')",70,276
277,저수준 방사선은 방사성 물질에 의한 것보다는 종종 심리적인 면에 영향을 준다.,"{'word': '심리적인 면', 'start_idx': 4792, 'end_idx': 4797, 'type': 'PHE'}","{'word': '저수준 방사선', 'start_idx': 4764, 'end_idx': 4770, 'type': 'RES'}",phe:influence,"('방사능 오염.txt', 'a8HedKlZV3nAtpBAjnyDj7hBNN0K-______.txt.ann.json')",71,277
278,"저수준 방사선에 의한 손상이 검출되지 않으므로, 이러한 방사선에 노출된 사람들은 그들에게 어떤 일이 일어날지 모른다는 불확실성에 고민하게 된다.","{'word': '저수준 방사선', 'start_idx': 4808, 'end_idx': 4814, 'type': 'RES'}","{'word': '불확실성', 'start_idx': 4874, 'end_idx': 4877, 'type': 'POH'}",no_relation,"('방사능 오염.txt', 'a8HedKlZV3nAtpBAjnyDj7hBNN0K-______.txt.ann.json')",72,278
279,다수의 사람들은 평생 그들이 본질적으로 오염되었다고 여기고 선천적 장애가 있을 것을 두려워하여 아이를 갖기를 거부한다.,"{'word': '아이', 'start_idx': 4942, 'end_idx': 4943, 'type': 'IDV'}","{'word': '선천적 장애', 'start_idx': 4922, 'end_idx': 4927, 'type': 'POH'}",no_relation,"('방사능 오염.txt', 'a8HedKlZV3nAtpBAjnyDj7hBNN0K-______.txt.ann.json')",73,279
280,알 수 없는 오염에 대한 두려움으로 다른 사람들이 그들을 피할 수도 있다.,"{'word': '오염', 'start_idx': 4963, 'end_idx': 4964, 'type': 'PHE'}","{'word': '다른 사람들', 'start_idx': 4976, 'end_idx': 4981, 'type': 'IDV'}",no_relation,"('방사능 오염.txt', 'a8HedKlZV3nAtpBAjnyDj7hBNN0K-______.txt.ann.json')",74,280
281,"방사선이나 핵 사고로부터 강제로 소개(疎開)한 경우, 사회적 고립, 불안, 우울, 심리학적 문제, 무모한 행동, 심지어는 자살에 이르기도 한다.","{'word': '자살', 'start_idx': 5066, 'end_idx': 5067, 'type': 'PHE'}","{'word': '소개', 'start_idx': 5016, 'end_idx': 5017, 'type': 'PHE'}",phe:influence,"('방사능 오염.txt', 'a8HedKlZV3nAtpBAjnyDj7hBNN0K-______.txt.ann.json')",75,281
282,"이는 1986년 4월 26일 우크라이나의 체르노빌 원자력 발전소 사고의 경우가 그러했는데, 2005년의 어느 종합적인 연구에서는 '현재까지 체르노빌 사고로 촉발된 사회적 건강 문제 중에서 정신 건강에 끼친 영향이 가장 크다'고 결론지었다.","{'word': '체르노빌 원자력 발전소 사고', 'start_idx': 5102, 'end_idx': 5116, 'type': 'PHE'}","{'word': '우크라이나', 'start_idx': 5095, 'end_idx': 5099, 'type': 'LOC'}",phe:location,"('방사능 오염.txt', 'a8HedKlZV3nAtpBAjnyDj7hBNN0K-______.txt.ann.json')",76,282
283,"지금까지 기록된 방사능 누출 사고는 미·유럽 지역에서 8건, 구소련에서 12건, 일본에서 1건 등으로 모두 20여 건에 이른다.","{'word': '방사능 누출 사고', 'start_idx': 5222, 'end_idx': 5230, 'type': 'PHE'}","{'word': '구소련', 'start_idx': 5247, 'end_idx': 5249, 'type': 'LOC'}",no_relation,"('방사능 오염.txt', 'a8HedKlZV3nAtpBAjnyDj7hBNN0K-______.txt.ann.json')",77,283
284,"또 1945년, 1999년, 2011년 등 고도의 원자력과 안전 의식을 자랑해 온 일본에서 방사능 누출 사고가 일어남으로써 방사능의 위험은 언제 어디서든 생길 수 있음을 보여주었다.","{'word': '방사능 누출 사고', 'start_idx': 5336, 'end_idx': 5344, 'type': 'PHE'}","{'word': '일본', 'start_idx': 5331, 'end_idx': 5332, 'type': 'LOC'}",phe:location,"('방사능 오염.txt', 'a8HedKlZV3nAtpBAjnyDj7hBNN0K-______.txt.ann.json')",78,284
285,원자 폭탄 또는 원자력 발전소가 폭발함으로써 발생하는 방사능 또는 낙진이 대기를 타고 인근 지역으로 퍼지게 된다.,"{'word': '방사능', 'start_idx': 5417, 'end_idx': 5419, 'type': 'RES'}","{'word': '폭발', 'start_idx': 5405, 'end_idx': 5406, 'type': 'RES'}",res:influence,"('방사능 오염.txt', 'a8HedKlZV3nAtpBAjnyDj7hBNN0K-______.txt.ann.json')",79,285
286,이로 인해 방사능에 노출된 인근 주민들의 사망을 비롯하여 갑상선암 등 각종 질환이 발생한다.,"{'word': '각종 질환', 'start_idx': 5490, 'end_idx': 5494, 'type': 'PHE'}","{'word': '방사능', 'start_idx': 5457, 'end_idx': 5459, 'type': 'RES'}",phe:influence,"('방사능 오염.txt', 'a8HedKlZV3nAtpBAjnyDj7hBNN0K-______.txt.ann.json')",80,286
287,"지금까지 기록된 방사능 누출 사고는 미·유럽 지역에서 8건, 구소련에서 12건, 일본에서 1건 등으로 모두 21여 건에 이른다.","{'word': '방사능 누출 사고', 'start_idx': 5512, 'end_idx': 5520, 'type': 'PHE'}","{'word': '구소련', 'start_idx': 5537, 'end_idx': 5539, 'type': 'LOC'}",phe:location,"('방사능 오염.txt', 'a8HedKlZV3nAtpBAjnyDj7hBNN0K-______.txt.ann.json')",81,287
288,"이같은 세계 각 국의 방사능 누출 사건은, 계절풍 등의 영향으로 세계 각 지역에 영향을 끼쳤다.","{'word': '계절풍', 'start_idx': 5599, 'end_idx': 5601, 'type': 'RES'}","{'word': '세계', 'start_idx': 5579, 'end_idx': 5580, 'type': 'POH'}",no_relation,"('방사능 오염.txt', 'a8HedKlZV3nAtpBAjnyDj7hBNN0K-______.txt.ann.json')",82,288
289,체르노빌과 관련하여 국제 손해배상 소송의 움직임이 있다.,"{'word': '소송', 'start_idx': 5648, 'end_idx': 5649, 'type': 'POH'}","{'word': '체르노빌', 'start_idx': 5629, 'end_idx': 5632, 'type': 'LOC'}",no_relation,"('방사능 오염.txt', 'a8HedKlZV3nAtpBAjnyDj7hBNN0K-______.txt.ann.json')",83,289
290,"그 밖의 여러 나라에 대하여 그 손해배상을 청구할 수 있겠으나, 인과관계의 증명 문제가 있다.","{'word': '손해배상', 'start_idx': 5679, 'end_idx': 5682, 'type': 'RES'}","{'word': '인과관계', 'start_idx': 5697, 'end_idx': 5700, 'type': 'POH'}",no_relation,"('방사능 오염.txt', 'a8HedKlZV3nAtpBAjnyDj7hBNN0K-______.txt.ann.json')",84,290
